Roaster,Product Name,Origin,Process,Roast Level,Format,Weight (g),Price (Toman),Price / 100g,Specialty Score,In Stock?,Categories,Product URL,Description
Xav Coffee Factory,Ethiopia Elto Gango,Ethiopia,Natural,,Whole bean,80.0,770000,962500.0,,False,X Series,https://xav.coffee/product/ethiopia-elto-gango/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: روستای گانگو٬ بنسا٬ سیداما  
  رقم: ۷۴۱۵۸  
 ارتفاع از سطح دریا: ۲۳۰۰ متر از سطح دریا 
 نام مزرعه: مزرعه قهوه التو 
 روش فرآوری: طبیعی ۹۶ ساعت بدون اکسیژن 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia Inmaculada Signature Gesha,Colombia,Natural,,Whole bean,80.0,1590000,1987500.0,,False,X Series,https://xav.coffee/product/colombia-inmaculada-signature-gesha/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: پیچیند٬ دره‌ی کائوکا  
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۷۰۰ &#8211; ۱۹۰۰ متر از سطح دریا 
 نام مزرعه: جولیان هالگین راموس٬ مزرعه قهوه ایماکولادا 
 روش فرآوری: طبیعی 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia Granja Cerro Azul,Colombia,Washed,,Whole bean,80.0,1590000,1987500.0,,False,X Series,https://xav.coffee/product/colombia-granja-cerro-azul/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: دره‌ی کائوکا  
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۷۰۰ &#8211; ۲۰۰۰ متر از سطح دریا 
 نام مزرعه: مزرعه گرانجا لاسپرانزا 
 روش فرآوری: شسته شده ابداعی 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Panama Savage Spectrum,Panama,Natural,,Whole bean,80.0,1550000,1937500.0,,False,X Series,https://xav.coffee/product/panama-savage-spectrum/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: بوکه٬ چیریکی  
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۷۰۰ &#8211; ۱۸۰۰ متر از سطح دریا 
 تولیدکننده: قهوه سوج 
 روش فرآوری:  شسته شده همراه با دی‌اکسید کربن  
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia Granja Potosi,Colombia,Natural,,Whole bean,80.0,1240000,1550000.0,,False,X Series,https://xav.coffee/product/colombia-granja-potosi/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: کایسدونیا٬ دره‌ی کائوکا  
  رقم: بوربون صورتی  
 ارتفاع از سطح دریا: ۱۵۰۰ &#8211; ۲۰۰۰ متر از سطح دریا 
 نام مزرعه: مزرعه قهوه گرانجا لاسپرانزا 
 روش فرآوری: طبیعی بدون اکسیژن 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia Inmaculada Fellows Farms,Colombia,Natural,,Whole bean,150.0,790000,526667.0,,False,A Series,https://xav.coffee/product/colombia-inmaculada-fellows-farms/,"مناسب برای:  اسپرسو | دم‌آوری  
 کشور:  کلمبیا  
 منطقه کشت:  دره‌ کائوکا  
 رقم:  بوربون صورتی، کاستیلو  
 ارتفاع از سطح دریا:  ۱۷۰۰ &#8211; ۱۹۰۰ متر  
 نام مزرعه:  مزارع فلو، ایماکولادا  
 روش فرآوری:  طبیعی بدون اکسیژن  
 سال برداشت:  ۲۰۲۳"
Xav Coffee Factory,Guatemala Pampojila,Guatemala,Washed,,Whole bean,150.0,595000,396667.0,,False,A Series,https://xav.coffee/product/guatemala-pampojila/,"مناسب برای:  اسپرسو | دم‌آوری  
 کشور:  گواتمالا   
 منطقه کشت:  آتیتلان  
 رقم:  بوربون، کاتورا  
 ارتفاع از سطح دریا:  ۱۵۰۰ &#8211; ۱۷۵۰ متر  
 نام مزرعه:  الکس هررا، پائول روداس  
 روش فرآوری:  شسته شده  
 سال برداشت:  ۲۰۲۳"
Xav Coffee Factory,Ethiopia Benti Nenka,Ethiopia,Natural,,Whole bean,150.0,985000,656667.0,,False,A Series,https://xav.coffee/product/ethiopia-benti-nenka/,"مناسب برای:  اسپرسو | دم‌آوری   
 کشور:  اتیوپی  
 منطقه کشت:  هامبلا، روستای بنتی ننکا  
 رقم:  کورومه٬ ۷۴۱۱۲  
 ارتفاع از سطح دریا:  ۱۹۵۰ &#8211; ۲۳۰۰ متر  
 نام مزرعه:  مزرعه‌داران خرد محلی  
 روش فرآوری:  طبیعی بدون اکسیژن  
 سال برداشت:  ۲۰۲۳"
Xav Coffee Factory,Ethiopia Ana Sora,Ethiopia,Natural,,Whole bean,150.0,350000,233333.0,,False,V Series,https://xav.coffee/product/ethiopia-ana-sora/,"مناسب برای:  اسپرسو | دم‌آوری  
 کشور:  اتیوپی  
 منطقه کشت:  گوجی  
 رقم:  خودرو  
 ارتفاع از سطح دریا:  ۲۳۵۰ متر  
 نام مزرعه:  آناسورا  
 روش فرآوری:  طبیعی  
 سال برداشت:  ۲۰۲۴"
Xav Coffee Factory,‌Brazil Cocapil Canario,Brazil,Natural,,Whole bean,150.0,430000,286667.0,,False,V Series,https://xav.coffee/product/brazil-cocapil-canario/,"مناسب برای:  اسپرسو | دم‌آوری   
 کشور:  برزیل  
 منطقه کشت:  موگیانا، میناس گرایس  
 رقم:  کاتوآی زرد  
 ارتفاع از سطح دریا:  ۹۵۰ &#8211; ۱۱۰۰ متر  
 نام مزرعه:  کوکاپیل  
 روش فرآوری:  طبیعی  
 سال برداشت:  ۲۰۲۴"
Xav Coffee Factory,Panama Kotowa Duncan,Panama,Natural,,Whole bean,150.0,255000,170000.0,,False,V Series,https://xav.coffee/product/panama-kotowa-duncan/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: بوکه  
  رقم: کاتورا  
 ارتفاع از سطح دریا: ۱۷۰۰ متر از سطح دریا 
 نام مزرعه: کوتوا دانکن 
 روش فرآوری: طبیعی با خشک‌شدن آهسته 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,کاستاریکا میاگروس (۴۰),Costa Rica,,,,,110000,,,False,,https://xav.coffee/product/costarica-milagros-40/,
Xav Coffee Factory,هند راتناگری (۴۰),,,,,,125000,,,False,,https://xav.coffee/product/india-ratnagiri-40/,
Xav Coffee Factory,Costarica Milagros,,Natural,,Whole bean,150.0,375000,250000.0,,False,A Series,https://xav.coffee/product/costarica-milagros/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: کاستاریکا  
  منطقه کشت: دوتا-تارازو  
  رقم: بوربون زرد  
 ارتفاع از سطح دریا: ۱۷۰۰ &#8211; ۱۵۰۰ متر از سطح دریا 
 تولیدکننده: مزرعه ترز میاگروس 
 روش فرآوری: طبیعی و خشک شدن آهسته 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia Tamara,Colombia,Washed,,Whole bean,150.0,260000,173333.0,,False,V Series,https://xav.coffee/product/colombia-tamara/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: کاساناره٬ دهکده تامارا  
  رقم: کاستیلو  
 ارتفاع از سطح دریا: ۱۴۰۰ متر از سطح دریا 
 نام مزرعه: تامارا 
 روش فرآوری: شسته 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,India Ratnagiri,,Natural,,Whole bean,150.0,425000,283333.0,,False,A Series,https://xav.coffee/product/india-ratnagiri/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: هند  
  منطقه کشت: چیکماگالور٬ بابابودانگری  
  رقم: کاتوآی  
 ارتفاع از سطح دریا: ۱۳۵۰ متر 
 تولیدکننده: مزرعه راتناگری٬ آشوک پاتره 
 روش فرآوری: طبیعی همراه با گاز دی‌اکسید کربن 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,پاناما الیدا پلانو (۴۰),Panama,,,,,665000,,,False,,https://xav.coffee/product/panama-elida-plano40g/,
Xav Coffee Factory,پاناما جانسون (۴۰),Panama,,,,,505000,,,False,,https://xav.coffee/product/panama-janson-40g/,
Xav Coffee Factory,کلمبیا لاناتورا (۴۰),Colombia,,,,,285000,,,False,,https://xav.coffee/product/colombia-lanatura-40g/,
Xav Coffee Factory,اکوادور سولداد (۴۰),,,,,,255000,,,False,,https://xav.coffee/product/ecuador-soledad-40g/,
Xav Coffee Factory,Ecuador Soledad,,Natural,,Whole bean,80.0,490000,612500.0,,False,X Series,https://xav.coffee/product/ecuador-soledad/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: اکوادور  
  منطقه کشت: پیچینچا  
  رقم: سیدرا  
 ارتفاع از سطح دریا: ۱۵۱۵ متر 
 تولیدکننده: مزرعه سولداد 
 روش فرآوری: طبیعی 
 سال برداشت: ۲۰۲۳ 
 &nbsp;"
Xav Coffee Factory,Panama Janson,Panama,Natural,,Whole bean,80.0,990000,1237500.0,,False,X Series,https://xav.coffee/product/panama-janson/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: آلپس٬ تیزینگال   
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۷۰۰ متر 
 تولیدکننده: قهوه جانسون 
 روش فرآوری:  طبیعی | ۴۸ ساعت تخمیر  
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Panama Elida Plano,Panama,,,Whole bean,80.0,1310000,1637500.0,,False,X Series,https://xav.coffee/product/panama-elida-plano/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: آتشفشان بارو٬ بوکه   
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۷۰۰ &#8211; ۱۹۵۰ متر 
 تولیدکننده: املاک خانوادگی لاماستوس 
 روش فرآوری:  طبیعی بدون اکسیژن و خشک شدن آهسته  
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia La Natura,Colombia,,,Whole bean,80.0,550000,687500.0,,False,X Series,https://xav.coffee/product/colombia-la-natura/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: سن آگوستین٬ هویلا  
  رقم: ووش ووش  
 ارتفاع از سطح دریا: ۲۲۵۰ متر 
 تولیدکننده: فلیپ اسپینا 
 روش فرآوری: طبیعی بدون اکسیژن 
 سال برداشت: ۲۰۲۳ 
 &nbsp;"
Xav Coffee Factory,کلمبیا سرزا (۴۰),Colombia,,,,,180000,,,False,,https://xav.coffee/product/%da%a9%d9%84%d9%85%d8%a8%db%8c%d8%a7-%d8%b3%d8%b1%d8%b2%d8%a7-%db%b4%db%b0/,
Xav Coffee Factory,اتیوپی هاماشو (۴۰),Ethiopia,,,,,165000,,,False,,https://xav.coffee/product/%d8%a7%d8%aa%db%8c%d9%88%d9%be%db%8c-%d9%87%d8%a7%d9%85%d8%a7%d8%b4%d9%88-%db%b4%db%b0/,
Xav Coffee Factory,اتیوپی دهکده آلو (۴۰),Ethiopia,,,,,310000,,,False,,https://xav.coffee/product/%d8%a7%d8%aa%db%8c%d9%88%d9%be%db%8c-%d8%af%d9%87%da%a9%d8%af%d9%87-%d8%a2%d9%84%d9%88-%db%b4%db%b0/,
Xav Coffee Factory,پاناما دبورا نیروانا (۴۰),Panama,,,,,840000,,,False,,https://xav.coffee/product/%d9%be%d8%a7%d9%86%d8%a7%d9%85%d8%a7-%d8%af%d8%a8%d9%88%d8%b1%d8%a7-%d9%86%db%8c%d8%b1%d9%88%d8%a7%d9%86%d8%a7-%db%b4%db%b0/,
Xav Coffee Factory,کلمبیا ال‌پارایسو ویلتون (۴۰),Colombia,,,,,250000,,,False,,https://xav.coffee/product/%da%a9%d9%84%d9%85%d8%a8%db%8c%d8%a7-%d8%a7%d9%84%d9%be%d8%a7%d8%b1%d8%a7%db%8c%d8%b3%d9%88-%d9%88%db%8c%d9%84%d8%aa%d9%88%d9%86-%db%b4%db%b0/,
Xav Coffee Factory,اتیوپی التو کوکوزه (۴۰),Ethiopia,,,,,190000,,,False,,https://xav.coffee/product/%d8%a7%d8%aa%db%8c%d9%88%d9%be%db%8c-%d8%a7%d9%84%d8%aa%d9%88-%da%a9%d9%88%da%a9%d9%88%d8%b2%d9%87-%db%b4%db%b0/,
Xav Coffee Factory,گواتمالا ال‌کورو (۴۰),Guatemala,,,,,140000,,,False,,https://xav.coffee/product/%da%af%d9%88%d8%a7%d8%aa%d9%85%d8%a7%d9%84%d8%a7-%d8%a7%d9%84%da%a9%d9%88%d8%b1%d9%88-%db%b4%db%b0/,
Xav Coffee Factory,پاناما بنجامین دیانوس (۴۰),Panama,,,,,560000,,,False,,https://xav.coffee/product/%d9%be%d8%a7%d9%86%d8%a7%d9%85%d8%a7-%d8%a8%d9%86%d8%ac%d8%a7%d9%85%db%8c%d9%86-%d8%af%db%8c%d8%a7%d9%86%d9%88%d8%b3-%db%b4%db%b0/,
Xav Coffee Factory,Colombia El Paraiso 92 Wilton,Colombia,,,Whole bean,80.0,480000,600000.0,,False,X Series,https://xav.coffee/product/colombia-el-paraiso-92-wilton/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور:کلمبیا  
  منطقه کشت: پیندامو٬ کائوکا  
  رقم: بوربون خط‌دار  
 ارتفاع از سطح دریا: ۱۹۰۰ &#8211; ۱۹۵۰ متر 
 تولیدکننده: گرانجا ال‌پارایسو ۹۲ &#8211; ویلتون 
 روش فرآوری:   شسته‌شده با تخمیر مجدد بدون اکسیژن و با شوک حرارتی   
 سال برداشت: ۲۰۲۳ 
 &nbsp;"
Xav Coffee Factory,Panama Deborah Nirvana,Panama,,,Whole bean,80.0,1660000,2075000.0,,False,X Series,https://xav.coffee/product/panama-deborah-nirvana/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: چیریکی٬ ولکان  
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۹۵۰ متر 
 تولیدکننده: جمیسون سوج٬ مزرعه دبورا 
 روش فرآوری:  طبیعی بدون اکسیژن، همراه با نیتروژن  
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Ethiopia Elto Kokose,Ethiopia,Natural,,Whole bean,150.0,670000,446667.0,,False,A Series,https://xav.coffee/product/ethiopia-elto-kokose/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: دهکده کوکوزه٬ بنسا٬ سیداما  
  رقم: ۷۴۱۵۸  
 ارتفاع از سطح دریا: ۲۳۰۰ متر 
 تولیدکننده: قهوه التو 
 روش فرآوری: طبیعی 
 سال برداشت: ۲۰۲۳ 
 &nbsp;"
Xav Coffee Factory,Ethiopia Hamasho,Ethiopia,Natural,,Whole bean,150.0,580000,386667.0,,False,A Series,https://xav.coffee/product/ethiopia-hamasho-2/,"&nbsp; 
 &nbsp;    مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: بنسا٬ سیداما  
  رقم: ۷۴۱۵۸  
 ارتفاع از سطح دریا: ۲۲۳۰ متر 
 تولیدکننده:  آسفا دوکامو کورما٬ دایه بنسا  
 روش فرآوری: طبیعی 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Colombia La Cereza,Colombia,,,Whole bean,150.0,630000,420000.0,,False,A Series,https://xav.coffee/product/colombia-la-cereza/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: هویلا٬ سن آگوستین  
  رقم: بوربون صورتی  
 ارتفاع از سطح دریا: ۱۸۰۰ &#8211; ۲۲۵۰ متر 
 تولیدکننده:  فلیپ اسپینا  
 روش فرآوری: شسته شده با تخمیر بدون اکسیژن 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Panama Benjamin De Dianous,Panama,,,Whole bean,80.0,1100000,1375000.0,,False,X Series,https://xav.coffee/product/panama-benjamin-de-dianous/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: بوکه  
  رقم: گشا  
 ارتفاع از سطح دریا: ۱۴۰۰ &#8211; ۱۵۵۰ متر 
 تولیدکننده: بنجامین دیانوس٬ مزرعه فاتیما 
 روش فرآوری: فرآوری داینامیک گیلاس 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Guatemala El Chorro,Guatemala,,,Whole bean,150.0,470000,313333.0,,False,A Series,https://xav.coffee/product/guatemala-el-chorro/,"مناسب برای اسپرسو٬ دم‌آوری و قهوه‌آزمایی  
  کشور: گواتمالا  
  منطقه کشت: سانتا رزا  
  رقم: کاتورای قرمز  
 ارتفاع از سطح دریا: ۱۳۵۰ متر 
 تولیدکننده:  ماریانو ونتورا، رائول روداس  
 روش فرآوری: طبیعی بدون اکسیژن | ۴۸ ساعت تخمیر 
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Ethiopia Alo Village,Ethiopia,Natural,,Whole bean,80.0,600000,750000.0,,False,X Series,https://xav.coffee/product/ethiopia-alo-village-3/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: دهکده آلو٬ بنسا٬ سیداما  
  رقم: ۷۴۱۵۸  
 ارتفاع از سطح دریا: ۲۴۵۰ متر 
 تولیدکننده: قهوه آلو٬ تامیرو تادسه 
 روش فرآوری:  طبیعی بدون اکسیژن | ۴۸ ساعت تخمیر  
 سال برداشت: ۲۰۲۳"
Xav Coffee Factory,Ethiopia Sidama,Ethiopia,Washed,,Whole bean,150.0,815000,543333.0,,False,V Series,https://xav.coffee/product/ethiopia-sidama/,
Xav Coffee Factory,کلمبیا ال‌دیویزو (۴۰),Colombia,,,,,265000,,,False,,https://xav.coffee/product/colombia-eldiviso-40g/,
Xav Coffee Factory,Colombia El Diviso,Colombia,,,Whole bean,80.0,510000,637500.0,,False,X Series,https://xav.coffee/product/colombia-el-diviso-80g/,
Xav Coffee Factory,Panama Kotowa Mandarina,Panama,Natural,,Whole bean,150.0,200000,133333.0,,False,V Series,https://xav.coffee/product/panama-kotowa-mandarina/,"مناسب     برای     دم‌آوری٬     اسپرسو     و     قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: بوکه  
  رقم: کاتورا  
 ارتفاع: ۱۶۵۰ &#8211; ۱۷۵۰ متر 
 روش‌ فرآوری: طبیعی با خشک‌شدن آهسته 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,اتیوپی گایلی (۴۰),Ethiopia,,,,,120000,,,False,,https://xav.coffee/product/gaylee40/,
Xav Coffee Factory,Ethiopia Gaylee,Ethiopia,Natural,,Whole bean,150.0,410000,273333.0,,False,A Series,https://xav.coffee/product/ethiopia-gaylee/,"مناسب برای دم‌آوری٬ اسپرسو و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: دهکده گشا٬ غرب اومو  
  رقم: خود رو جنگل ایلوبابور  
 ارتفاع: ۱۹۱۶-۱۹۸۲ متر 
 تولیدکننده: دهکده گشا 
 روش‌ فرآوری: طبیعی 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,کلمبیا لاسپرانزا ناپولن (۴۰),Colombia,,,,,970000,,,False,,https://xav.coffee/product/laesperanza-napolen-40/,
Xav Coffee Factory,اتیوپی دهکده آلو (۴۰),Ethiopia,,,,,250000,,,False,,https://xav.coffee/product/alovillage40/,
Xav Coffee Factory,کنیا کیاوامورورو (۴۰),Kenya,,,,,120000,,,False,,https://xav.coffee/product/kiawamururu40/,
Xav Coffee Factory,کلمبیا لاس مارگاریتاس گرانجا (۴۰),Colombia,,,,,385000,,,False,,https://xav.coffee/product/lasmargaritas-40g/,
Xav Coffee Factory,کاستاریکا ال جاردین (۴۰),Costa Rica,,,,,125000,,,False,,https://xav.coffee/product/el-jardin-costarica-40g/,
Xav Coffee Factory,هندوراس کاسکاریتاس لات ۱۴۱ (۴۰),Honduras,,,,,135000,,,False,,https://xav.coffee/product/honduras-finca-cascaritas-40g/,
Xav Coffee Factory,کنیا ماسیمبا (۴۰),Kenya,,,,,120000,,,False,,https://xav.coffee/product/kenya-masimba-40g/,
Xav Coffee Factory,کلمبیا ال‌پارایسو رزتا (۴۰),Colombia,,,,,170000,,,False,,https://xav.coffee/product/villa-rosetta-40g/,
Xav Coffee Factory,پاناما آبوکافی لات ۷۱ (۴۰),Panama,,,,,380000,,,False,,https://xav.coffee/product/abucoffee-lot71-40g/,
Xav Coffee Factory,کلمبیا ال‌پارایسو دنیل (۴۰),Colombia,,,,,270000,,,False,,https://xav.coffee/product/el-paraiso-daniel-40g/,
Xav Coffee Factory,رواندا فوجی (۴۰),Rwanda,,,,,95000,,,False,,https://xav.coffee/product/rwanda-fuji-40g/,
Xav Coffee Factory,Colombia Geisha Daniel (80g),Colombia,Natural,,Whole bean,80.0,520000,650000.0,,False,X Series,https://xav.coffee/product/colombia-geisha-daniel-80g/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: پیندامو٬ کائوکا  
  رقم: گشا  
 ارتفاع: ۱۹۶۰ متر 
 تولیدکننده: ال‌پارایسو 
 روش فرآوری: طبیعی همراه با شوک حرارتی تخمیری 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,(80g) Panama Abu Coffee lot 71,Panama,Natural,,Whole bean,80.0,740000,925000.0,,False,X Series,https://xav.coffee/product/80g-panama-abu-coffee-lot-71/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: پاناما  
  منطقه کشت: کاناس وردس٬ بوکه  
  رقم: گشا  
 ارتفاع: ۱۵۵۰ متر 
 تولیدکننده: مزرعه قهوه آبوکافی 
 روش فرآوری: طبیعی با تخمیر بدون اکسیژن 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Colombia El Paraiso Villa Rosetta (80g),Colombia,Natural,,Whole bean,80.0,320000,400000.0,,False,X Series,https://xav.coffee/product/colombia-el-paraiso-villa-rosita-80g/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: پیندامو٬ کائوکا  
  رقم: کاستیو  
 ارتفاع: ۱۹۲۰ متر 
 تولیدکننده: مزرعه ال‌پارایسو رزتا 
 روش فرآوری: طبیعی همراه با شوک حرارتی تخمیری 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Kenya Masimba,Kenya,Natural,,Whole bean,150.0,400000,266667.0,,False,A Series,https://xav.coffee/product/kenya-masimba/,"مناسب برای دم‌آوری٬ اسپرسو و قهوه‌آزمایی  
  کشور: کنیا  
  منطقه کشت: کیسی  
  رقم: Sl28 &#8211; SL34 &#8211; باتیان   
 ارتفاع: ۱۷۰۰ متر 
 تولیدکننده: املاک خانوادگی کیانکا 
 روش‌ فرآوری: طبیعی با تخمیر بدون اکسیژن 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Honduras Finca Cascaritas lot 141,Honduras,Natural,,Whole bean,150.0,445000,296667.0,,False,A Series,https://xav.coffee/product/honduras-finca-cascaritas-lot-141/,"مناسب برای دم‌آوری٬ اسپرسو و قهوه‌آزمایی  
  کشور: هندوراس  
  منطقه کشت: سانتا رزا  
  رقم: پاراینما  
 ارتفاع: ۱۳۰۰ متر 
 تولیدکننده: مزرعه‌ی کاسکاریتاس 
 روش‌ فرآوری: طبیعی با تخمیر بدون اکسیژن 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Costarica El Jardin,,Honey,,Whole bean,150.0,415000,276667.0,,False,A Series,https://xav.coffee/product/costarica-el-jardin/,"مناسب برای دم‌آوری٬ اسپرسو و قهوه‌آزمایی  
  کشور: کاستاریکا  
  منطقه کشت: چیریپو  
  رقم: کاتورا  
 ارتفاع: ۱۵۰۰-۱۷۰۰ متر 
 تولیدکننده: کافه رایونس 
 روش‌ فرآوری: عسلی سیاه 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Colombia Las Margaritas Granja (80g),Colombia,Honey,,Whole bean,80.0,750000,937500.0,,False,X Series,https://xav.coffee/product/colombia-las-margaritas-granja/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: کایسدونیا٬ کائوکا  
  رقم: گشا  
 ارتفاع: ۱۵۷۰-۱۸۵۰ متر 
 تولیدکننده: لاسپرانزا 
 روش‌ فرآوری: عسلی قرمز 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Kenya Kiawamruru,Kenya,Washed,,Whole bean,150.0,400000,266667.0,,False,A Series,https://xav.coffee/product/kenya-kiawamruru/,"مناسب برای دم‌آوری٬ اسپرسو و قهوه‌آزمایی  
  کشور: کنیا  
  منطقه کشت: نیری  
  رقم: Sl28 &#8211; SL34 &#8211; باتیان   
 ارتفاع: ۱۶۰۰-۱۸۰۰ متر 
 تولیدکننده: ایستگاه فرآوری کیاوامورورو 
 روش‌ فرآوری: شسته 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Ethiopia Alo Village (80g),Ethiopia,Natural,,Whole bean,80.0,480000,600000.0,,False,X Series,https://xav.coffee/product/ethiopia-alo-village-2/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: اتیوپی  
  منطقه کشت: بنسا٬ سیداما  
  رقم: ۷۴۱۵۸  
 ارتفاع: ۲۴۱۰ متر 
 تولیدکننده: دهکده آلو 
 روش فرآوری: طبیعی با تخمیر بدون اکسیژن و هم‌جواری با کاسکارا 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Brazil Cerrado de Minas,Brazil,Natural,,Whole bean,150.0,170000,113333.0,,False,V Series,https://xav.coffee/product/brazil-cerrado-de-minas/,"مناسب     برای     دم‌آوری٬     اسپرسو     و     قهوه‌آزمایی  
  کشور: برزیل  
  منطقه کشت: سرادو میناس  
  رقم: بوربون زرد  
 ارتفاع: ۸۰۰ &#8211; ۱۲۰۰ متر 
 روش‌ فرآوری: طبیعی 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,Colombia La Esperanza Napoleon (80g),Colombia,Natural,,Whole bean,80.0,1920000,2400000.0,,False,X Series,https://xav.coffee/product/colombia-la-esperanza-napoleon/,"مناسب برای دم‌آوری و قهوه‌آزمایی  
  کشور: کلمبیا  
  منطقه کشت: کایسدونیا٬ کائوکا  
  رقم: گشا  
 ارتفاع: ۱۸۵۰ &#8211; ۱۵۷۰ متر 
 تولیدکننده: مزرعه قهوه اسپرانزا &#8211; سرو آزول 
 روش فرآوری: طبیعی با تخمیر بدون اکسیژن 
 سال برداشت: ۲۰۲۲"
Xav Coffee Factory,کارگاه دم‌آوری مانند یک قهرمان,,,,,,12000000,,,False,کارگاه; کلاس,https://xav.coffee/product/brewing-like-a-champion-2/,تسلط کامل بر دم‌آوری از مسیر دانش و خلاقیت    دم‌آوری قهوه به صورت تخصصی، مهارت و علمی است که در گذر زمان دچار پیشرفت و تغییرات زیادی شده است. این کارگاه با الهام از تکنیک‌ها، روش‌ها و سطح مسابقات جهانی قهوه طراحی شده است و دم‌آوری خارج از چارچوب روزمره و در حد مسابقات را آموزش می‌دهد.
